범주	file:line	함수	호출 경로 요약	관리채널 도달	도달 사유	(B) 요소	현재 retire 주체	r5 행	리뷰 태그	callee	순번	깊이	seed 종류
A	src/services/discord/tmux_watcher.rs:786	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → run_terminal_preflight_suppression → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	run_terminal_preflight_suppression	1	3	unnamed-fn-caller
A	src/services/discord/tmux_watcher.rs:861	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → run_terminal_relay_plan → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	run_terminal_relay_plan	1	3	wrapper-call
A	src/services/discord/tmux_watcher.rs:1123	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → apply_watcher_direct_fallback_send → delete_terminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	apply_watcher_direct_fallback_send	1	3	wrapper-call
A	src/services/discord/tmux_watcher.rs:1213	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → apply_placeholder_suppression → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	apply_placeholder_suppression	1	3	wrapper-call
A	src/services/discord/tmux_watcher.rs:1238	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → delete_terminal_placeholder_unless_delivered → delete_placeholder_unless_delivered → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	delete_terminal_placeholder_unless_delivered	1	3	wrapper-call
A	src/services/discord/tmux_watcher.rs:1349	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → reconcile_confirmed_preview → delete_terminal_placeholder_unless_delivered → delete_placeholder_unless_delivered → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05(fn),S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	reconcile_confirmed_preview	1	4	unnamed-fn-caller
A	src/services/discord/tmux_watcher.rs:1677	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → complete_watcher_terminal_footer_or_status_panel_with_sniffer → complete_watcher_terminal_footer_or_status_panel → complete_watcher_single_message_completion_footer → note_turn_completed_footer → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05,S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	complete_watcher_terminal_footer_or_status_panel_with_sniffer	1	5	wrapper-call
A	src/services/discord/tmux_watcher.rs:1912	tmux_output_watcher_with_restore	tmux_output_watcher_with_restore → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05,S06(fn),S12(fn),S13(fn),S15(fn)	M15(fn),R11(fn)	edit_channel_message	1	1	wrapper-call
A	src/services/discord/tmux_watcher/committed_placeholder_cleanup.rs:75	reconcile_already_committed_after_edit_failure	reconcile_already_committed_after_edit_failure → delete_terminal_placeholder_unless_delivered → delete_placeholder_unless_delivered → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	delete_terminal_placeholder_unless_delivered	1	3	wrapper-call
A	src/services/discord/tmux_watcher/committed_placeholder_cleanup.rs:193	reconcile_confirmed_preview	reconcile_confirmed_preview → delete_terminal_placeholder_unless_delivered → delete_placeholder_unless_delivered → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	delete_terminal_placeholder_unless_delivered	1	3	wrapper-call
A	src/services/discord/tmux_watcher/completion_producer.rs:155	complete_watcher_terminal_footer_or_status_panel_with_sniffer	complete_watcher_terminal_footer_or_status_panel_with_sniffer → complete_watcher_terminal_footer_or_status_panel → complete_watcher_single_message_completion_footer → note_turn_completed_footer → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	complete_watcher_terminal_footer_or_status_panel	1	4	wrapper-call
A	src/services/discord/tmux_watcher/entry.rs:19	tmux_output_watcher	tmux_output_watcher → tmux_output_watcher_with_restore → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	tmux_output_watcher_with_restore	1	2	unnamed-fn-caller
A	src/services/discord/tmux_watcher/loop_poll_prologue.rs:386	poll_watcher_output_or_continue	poll_watcher_output_or_continue → refresh_watcher_completion_footer_if_due → refresh_watcher_registered_completion_footer → note_background_refresh_due → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02(fn)	-	refresh_watcher_completion_footer_if_due	1	4	wrapper-call
A	src/services/discord/tmux_watcher/no_result_exits.rs:227	handle_no_result_exits	handle_no_result_exits → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	delete_nonterminal_placeholder	1	2	wrapper-call
A	src/services/discord/tmux_watcher/no_result_exits.rs:260	handle_no_result_exits	handle_no_result_exits → reclaim_orphan_external_input_placeholder → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	reclaim_orphan_external_input_placeholder	1	3	wrapper-call
A	src/services/discord/tmux_watcher/no_result_exits.rs:291	handle_no_result_exits	handle_no_result_exits → cleanup_orphan_external_input_status_panel → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	cleanup_orphan_external_input_status_panel	1	3	wrapper-call
A	src/services/discord/tmux_watcher/no_result_exits.rs:595	handle_no_result_exits	handle_no_result_exits → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	edit_channel_message	1	1	wrapper-call
A	src/services/discord/tmux_watcher/no_result_exits.rs:602	handle_no_result_exits	handle_no_result_exits → send_channel_message → .send_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	send_channel_message	1	1	wrapper-call
A	src/services/discord/tmux_watcher/no_result_exits.rs:687	handle_no_result_exits	handle_no_result_exits → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	edit_channel_message	2	1	wrapper-call
A	src/services/discord/tmux_watcher/no_result_exits.rs:696	handle_no_result_exits	handle_no_result_exits → send_channel_message → .send_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	send_channel_message	2	1	wrapper-call
A	src/services/discord/tmux_watcher/orphan_status_panel_cleanup.rs:50	cleanup_orphan_external_input_status_panel	cleanup_orphan_external_input_status_panel → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	delete_nonterminal_placeholder	1	2	wrapper-call
A	src/services/discord/tmux_watcher/placeholder_reclaim.rs:74	reclaim_orphan_external_input_placeholder	reclaim_orphan_external_input_placeholder → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	delete_nonterminal_placeholder	1	2	wrapper-call
A	src/services/discord/tmux_watcher/pre_emit_guard.rs:98	run_pre_emit_guard	run_pre_emit_guard → delete_nonterminal_placeholder_unless_delivered → delete_placeholder_unless_delivered → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	delete_nonterminal_placeholder_unless_delivered	1	3	wrapper-call
A	src/services/discord/tmux_watcher/pre_emit_guard.rs:177	run_pre_emit_guard	run_pre_emit_guard → apply_placeholder_suppression → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	apply_placeholder_suppression	1	3	wrapper-call
A	src/services/discord/tmux_watcher/pre_emit_guard.rs:253	run_pre_emit_guard	run_pre_emit_guard → delete_nonterminal_placeholder_unless_delivered → delete_placeholder_unless_delivered → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	delete_nonterminal_placeholder_unless_delivered	2	3	wrapper-call
A	src/services/discord/tmux_watcher/pre_emit_guard.rs:344	run_pre_emit_guard	run_pre_emit_guard → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	edit_channel_message	1	1	wrapper-call
A	src/services/discord/tmux_watcher/provider_output_guard.rs:99	guard_rollover	guard_rollover → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	edit_channel_message	1	1	wrapper-call
A	src/services/discord/tmux_watcher/single_message_footer.rs:218	refresh_watcher_completion_footer_if_due	refresh_watcher_completion_footer_if_due → refresh_watcher_registered_completion_footer → note_background_refresh_due → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	refresh_watcher_registered_completion_footer	1	3	wrapper-call
A	src/services/discord/tmux_watcher/single_message_footer.rs:238	complete_watcher_single_message_terminal_no_footer	complete_watcher_single_message_terminal_no_footer → note_footer_suppressed_for_tui_mirror → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	note_footer_suppressed_for_tui_mirror	1	2	wrapper-call
A	src/services/discord/tmux_watcher/single_message_footer.rs:263	complete_watcher_single_message_completion_footer	complete_watcher_single_message_completion_footer → note_turn_completed_footer → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	note_turn_completed_footer	1	2	wrapper-call
A	src/services/discord/tmux_watcher/single_message_footer.rs:284	supersede_watcher_footer	supersede_watcher_footer → note_footer_superseded → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	note_footer_superseded	1	2	wrapper-call
A	src/services/discord/tmux_watcher/single_message_footer.rs:299	refresh_watcher_registered_completion_footer	refresh_watcher_registered_completion_footer → note_background_refresh_due → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	note_background_refresh_due	1	2	unnamed-fn-caller
A	src/services/discord/tmux_watcher/single_message_footer.rs:358	complete_watcher_terminal_footer_or_status_panel	complete_watcher_terminal_footer_or_status_panel → complete_watcher_single_message_terminal_no_footer → note_footer_suppressed_for_tui_mirror → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	complete_watcher_single_message_terminal_no_footer	1	3	wrapper-call
A	src/services/discord/tmux_watcher/single_message_footer.rs:378	complete_watcher_terminal_footer_or_status_panel	complete_watcher_terminal_footer_or_status_panel → complete_watcher_single_message_completion_footer → note_turn_completed_footer → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	complete_watcher_single_message_completion_footer	1	3	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:116	update_streaming_status_tick	update_streaming_status_tick → cleanup_orphan_external_input_status_panel → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02(fn),S03(fn),S04(fn),S05(fn)	-	cleanup_orphan_external_input_status_panel	1	3	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:127	update_streaming_status_tick	update_streaming_status_tick → reclaim_orphan_external_input_placeholder → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02(fn),S03(fn),S04(fn),S05(fn)	-	reclaim_orphan_external_input_placeholder	1	3	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:182	update_streaming_status_tick	update_streaming_status_tick → update_existing_panel → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02(fn),S03(fn),S04(fn),S05(fn)	-	update_existing_panel	1	2	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:210	update_streaming_status_tick	update_streaming_status_tick → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02(fn),S03(fn),S04(fn),S05(fn)	-	delete_nonterminal_placeholder	1	2	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:318	update_streaming_status_tick	update_streaming_status_tick → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02(fn),S03(fn),S04(fn),S05(fn)	-	delete_nonterminal_placeholder	2	2	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:453	update_streaming_status_tick	update_streaming_status_tick → send_channel_message → .send_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05,S02(fn),S03(fn),S04(fn)	-	send_channel_message	1	1	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:537	update_streaming_status_tick	update_streaming_status_tick → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05,S02(fn),S03(fn),S04(fn)	-	delete_nonterminal_placeholder	3	2	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:602	update_streaming_status_tick	update_streaming_status_tick → adopt_watcher_singleton_panel_after_fresh_bind → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05,S02(fn),S03(fn),S04(fn)	-	adopt_watcher_singleton_panel_after_fresh_bind	1	3	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:627	update_streaming_status_tick	update_streaming_status_tick → delete_nonterminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S05,S02(fn),S03(fn),S04(fn)	-	delete_nonterminal_placeholder	4	2	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:737	update_streaming_status_tick	update_streaming_status_tick → guard_rollover → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02(fn),S03(fn),S04(fn),S05(fn)	-	guard_rollover	1	2	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:741	update_streaming_status_tick	update_streaming_status_tick → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S04,S02(fn),S03(fn),S05(fn)	-	edit_channel_message	1	1	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:751	update_streaming_status_tick	update_streaming_status_tick → send_channel_message → .send_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S04,S02(fn),S03(fn),S05(fn)	-	send_channel_message	2	1	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:790	update_streaming_status_tick	update_streaming_status_tick → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S04,S02(fn),S03(fn),S05(fn)	-	edit_channel_message	2	1	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:842	update_streaming_status_tick	update_streaming_status_tick → reanchor_watcher_two_message_status_panel_below_answer → send_channel_message → .send_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S02(fn),S03(fn),S04(fn),S05(fn)	-	reanchor_watcher_two_message_status_panel_below_answer	1	2	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:901	update_streaming_status_tick	update_streaming_status_tick → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S03,S02(fn),S04(fn),S05(fn)	-	edit_channel_message	3	1	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick.rs:906	update_streaming_status_tick	update_streaming_status_tick → send_channel_message → .send_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·N(알림)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S03,S02(fn),S04(fn),S05(fn)	-	send_channel_message	3	1	wrapper-call
A	src/services/discord/tmux_watcher/streaming_status_tick/existing_panel_update.rs:54	update_existing_panel	update_existing_panel → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	edit_channel_message	1	1	wrapper-call
A	src/services/discord/tmux_watcher/task_response_authority.rs:365	apply_watcher_task_response	apply_watcher_task_response → send_task_response_chunks_with_card_repair → send_task_response_chunks → post_chunk → send_channel_message_with_nonce → .send_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	send_task_response_chunks_with_card_repair	1	4	wrapper-call
A	src/services/discord/tmux_watcher/task_response_authority.rs:447	apply_watcher_task_response	apply_watcher_task_response → delete_terminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	delete_terminal_placeholder	1	2	wrapper-call
A	src/services/discord/tmux_watcher/terminal_abort_exits.rs:77	handle_terminal_abort_exits	handle_terminal_abort_exits → delete_nonterminal_placeholder_unless_delivered → delete_placeholder_unless_delivered → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	delete_nonterminal_placeholder_unless_delivered	1	3	wrapper-call
A	src/services/discord/tmux_watcher/terminal_abort_exits.rs:151	handle_terminal_abort_exits	handle_terminal_abort_exits → edit_channel_message → .edit_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	edit_channel_message	1	1	wrapper-call
A	src/services/discord/tmux_watcher/terminal_abort_exits.rs:158	handle_terminal_abort_exits	handle_terminal_abort_exits → send_channel_message → .send_message	예	TUI-direct watcher relay	D(drain)·G(재개)·C(custody)·R(수동 재생) [모듈규칙]	terminal_commit_epilogue(S15)·pane-death(S16)	누락	-	send_channel_message	1	1	wrapper-call
A	src/services/discord/tmux_watcher/terminal_commit_epilogue.rs:258	run_terminal_commit_epilogue	run_terminal_commit_epilogue → drain_on_terminal_commit_with_offsets → shared_reaction_applier → note_tui_anchor_completed_delivery → note_tui_anchor_delivery → note_state_delivery → note_state_delivery_with_attempt → note_state_delivery_with_clear_attempt_guard → apply_unknown_clear → apply_reaction → try_add_reaction_raw_with_shared_detailed → try_reaction_raw_with_shared_detailed → try_reaction_raw_once_on_channel_detailed → apply_reaction_action_detailed → .create_reaction	예	TUI-direct watcher relay	G(재개)·C(custody)·N(알림)	terminal_commit_epilogue(S15)·pane-death(S16)	S15	-	drain_on_terminal_commit_with_offsets	1	13	unnamed-fn-caller
A	src/services/discord/tmux_watcher/terminal_direct_fallback.rs:149	apply_watcher_direct_fallback_send	apply_watcher_direct_fallback_send → apply_watcher_task_response → delete_terminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S06(fn)	-	apply_watcher_task_response	1	3	unnamed-fn-caller
A	src/services/discord/tmux_watcher/terminal_direct_fallback.rs:187	apply_watcher_direct_fallback_send	apply_watcher_direct_fallback_send → apply_watcher_long_chunks_controller → deliver_long_chunks_via_controller → deliver_turn_output → deliver_turn_output_with_fallback_revalidation → deliver → .send_message	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S06(fn)	-	apply_watcher_long_chunks_controller	1	5	unnamed-fn-caller
A	src/services/discord/tmux_watcher/terminal_direct_fallback.rs:226	apply_watcher_direct_fallback_send	apply_watcher_direct_fallback_send → apply_watcher_long_chunks_legacy → delete_terminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S06	-	apply_watcher_long_chunks_legacy	1	3	unnamed-fn-caller
A	src/services/discord/tmux_watcher/terminal_direct_fallback.rs:275	apply_watcher_direct_fallback_send	apply_watcher_direct_fallback_send → apply_watcher_short_replace_controller → deliver_short_replace_via_controller → deliver_turn_output_with_fallback_revalidation → deliver → .send_message	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S06	-	apply_watcher_short_replace_controller	1	4	wrapper-call
A	src/services/discord/tmux_watcher/terminal_direct_fallback.rs:326	apply_watcher_direct_fallback_send	apply_watcher_direct_fallback_send → replace_long_message_raw_deferred_returning_receipt → send_channel_message → .send_message	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S06	-	replace_long_message_raw_deferred_returning_receipt	1	2	wrapper-call
A	src/services/discord/tmux_watcher/terminal_direct_fallback.rs:357	apply_watcher_direct_fallback_send	apply_watcher_direct_fallback_send → send_long_message_raw_with_rollback_returning_receipts → send_long_message_raw_with_reference_rollback_policy → send_rollback_channel_message → send_channel_message → .send_message	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S06	-	send_long_message_raw_with_rollback_returning_receipts	1	4	wrapper-call
A	src/services/discord/tmux_watcher/terminal_direct_fallback.rs:494	apply_watcher_direct_fallback_send	apply_watcher_direct_fallback_send → delete_terminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S06(fn)	-	delete_terminal_placeholder	1	2	wrapper-call
A	src/services/discord/tmux_watcher/terminal_direct_fallback.rs:551	apply_watcher_direct_fallback_send	apply_watcher_direct_fallback_send → reconcile_already_committed_after_edit_failure → delete_terminal_placeholder_unless_delivered → delete_placeholder_unless_delivered → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S06(fn)	-	reconcile_already_committed_after_edit_failure	1	4	wrapper-call
A	src/services/discord/tmux_watcher/terminal_direct_fallback.rs:642	apply_watcher_direct_fallback_send	apply_watcher_direct_fallback_send → delete_terminal_placeholder → delete_placeholder_with_operation → .delete_message	예	TUI-direct watcher relay	D(drain)·C(custody)·R(수동 재생)	terminal_commit_epilogue(S15)·pane-death(S16)	S06(fn)	-	delete_terminal_placeholder	2	2	wrapper-call
